ValueDateTime,Temperature
2461-08-16 ,22.2
2462-08-16 ,22.2
2463-08-16 ,22.2
2464-08-16 ,22.2
2465-08-16 ,22.2
2466-08-16 ,22.2
2467-08-16 ,22.2
2468-08-16 ,22.2
2469-08-16 ,22.2
2470-08-16 ,22.2
2471-08-16 ,22.2
2472-08-16 ,22.2
2473-08-16 ,22.2
2474-08-16 ,22.2
2475-08-16 ,22.2
2476-08-16 ,22.2
2477-08-16 ,22.2
2478-08-16 ,22.2
2479-08-16 ,22.2
2480-08-16 ,22.2
2481-08-16 ,22.2
2482-08-16 ,22.2
2483-08-16 ,22.2
2484-08-16 ,22.2
2485-08-16 ,22.2
2486-08-16 ,22.2
2487-08-16 ,22.2
2488-08-16 ,22.2
2489-08-16 ,22.2
2490-08-16 ,22.2
2491-08-16 ,22.2
2492-08-16 ,22.2
2493-08-16 ,22.2
2494-08-16 ,22.2
2495-08-16 ,22.2
2496-08-16 ,22.2
2497-08-16 ,22.2
2498-08-16 ,22.2
2499-08-16 ,22.2
2500-08-16 ,22.2
2501-08-16 ,22.2
2502-08-16 ,22.2
2503-08-16 ,22.2
2504-08-16 ,22.2
2505-08-16 ,22.2
2506-08-16 ,22.2
2507-08-16 ,22.2
2508-08-16 ,22.2
2509-08-16 ,22.2
2510-08-16 ,22.2
2511-08-16 ,22.2
2512-08-16 ,22.2
2513-08-16 ,22.2
2514-08-16 ,22.2
2515-08-16 ,22.2
2516-08-16 ,22.2
2517-08-16 ,22.2
2518-08-16 ,22.2
2519-08-16 ,22.2
2520-08-16 ,22.2
2521-08-16 ,22.2
2522-08-16 ,22.2
2523-08-16 ,22.2
2524-08-16 ,22.2
2525-08-16 ,22.2
2526-08-16 ,22.2
2527-08-16 ,22.2
2528-08-16 ,22.2
2529-08-16 ,22.2
2530-08-16 ,22.2
2531-08-16 ,22.2
2532-08-16 ,22.2
2533-08-16 ,22.2
2534-08-16 ,22.2
2535-08-16 ,22.2
2536-08-16 ,22.2
2537-08-16 ,22.2
2538-08-16 ,22.2
2539-08-16 ,22.2
2540-08-16 ,22.2
2541-08-16 ,22.2
2542-08-16 ,22.2
2543-08-16 ,22.2
2544-08-16 ,22.2
2545-08-16 ,22.2
2546-08-16 ,22.2
2547-08-16 ,22.2
2548-08-16 ,22.2
2549-08-16 ,22.2
2550-08-16 ,22.2
2551-08-16 ,22.2
2552-08-16 ,22.2
2553-08-16 ,22.2
2554-08-16 ,22.2
2555-08-16 ,22.2
2556-08-16 ,22.2
2557-08-16 ,22.2
2558-08-16 ,22.2
2559-08-16 ,22.2
2560-08-16 ,22.2
2561-08-16 ,22.2
2562-08-16 ,22.2
2563-08-16 ,22.2
2564-08-16 ,22.2
2565-08-16 ,22.2
2566-08-16 ,22.2
2567-08-16 ,22.2
2568-08-16 ,22.2
2569-08-16 ,22.2
2570-08-16 ,22.2
2571-08-16 ,22.2
2572-08-16 ,22.2
2573-08-16 ,22.2
2574-08-16 ,22.2
2575-08-16 ,22.2
2576-08-16 ,22.2
2577-08-16 ,22.2
2578-08-16 ,22.2
2579-08-16 ,22.2
2580-08-16 ,22.2
2581-08-16 ,22.2
2582-08-16 ,22.2
2583-08-16 ,22.2
2584-08-16 ,22.2
2585-08-16 ,22.2
2586-08-16 ,22.2
2587-08-16 ,22.2
2588-08-16 ,22.2
2589-08-16 ,22.2
2590-08-16 ,22.2
2591-08-16 ,22.2
2592-08-16 ,22.2
2593-08-16 ,22.2
2594-08-16 ,22.2
2595-08-16 ,22.2
2596-08-16 ,22.2
2597-08-16 ,22.2
2598-08-16 ,22.2
2599-08-16 ,22.2
2600-08-16 ,22.2
2601-08-16 ,22.2
2602-08-16 ,22.2
2603-08-16 ,22.2
2604-08-16 ,22.2
2605-08-16 ,22.2
2606-08-16 ,22.2
2607-08-16 ,22.2
2608-08-16 ,22.2
2609-08-16 ,22.2
2610-08-16 ,22.2
2611-08-16 ,22.2
2612-08-16 ,22.2
2613-08-16 ,22.2
2614-08-16 ,22.2
2615-08-16 ,22.2
2616-08-16 ,22.2
2617-08-16 ,22.2
2618-08-16 ,22.2
2619-08-16 ,22.2
2620-08-16 ,22.2
2621-08-16 ,22.2
2622-08-16 ,22.2
2623-08-16 ,22.2
2624-08-16 ,22.2
2625-08-16 ,22.2
2626-08-16 ,22.2
2627-08-16 ,22.2
2628-08-16 ,22.2
2629-08-16 ,22.2
2630-08-16 ,22.2
2631-08-16 ,22.2
2632-08-16 ,22.2
2633-08-16 ,22.2
2634-08-16 ,22.2
2635-08-16 ,22.2
2636-08-16 ,22.2
2637-08-16 ,22.2
2638-08-16 ,22.2
2639-08-16 ,22.2
2640-08-16 ,22.2
2641-08-16 ,22.2
2642-08-16 ,22.2
2643-08-16 ,22.2
2644-08-16 ,22.2
2645-08-16 ,22.2
2646-08-16 ,22.2
2647-08-16 ,22.2
2648-08-16 ,22.2
2649-08-16 ,22.2
2650-08-16 ,22.2
2651-08-16 ,22.2
2652-08-16 ,22.2
2653-08-16 ,22.2
2654-08-16 ,22.2
2655-08-16 ,22.2
2656-08-16 ,22.2
2657-08-16 ,22.2
2658-08-16 ,22.2
2659-08-16 ,22.2
2660-08-16 ,22.2
2661-08-16 ,22.2
2662-08-16 ,22.2
2663-08-16 ,22.2
2664-08-16 ,22.2
2665-08-16 ,22.2
2666-08-16 ,22.2
2667-08-16 ,22.2
2668-08-16 ,22.2
2669-08-16 ,22.2
2670-08-16 ,22.2
2671-08-16 ,22.2
2672-08-16 ,22.2
2673-08-16 ,22.2
2674-08-16 ,22.2
2675-08-16 ,22.2
2676-08-16 ,22.2
2677-08-16 ,22.2
2678-08-16 ,22.2
2679-08-16 ,22.2
2680-08-16 ,22.2
2681-08-16 ,22.2
2682-08-16 ,22.2
2683-08-16 ,22.2
2684-08-16 ,22.2
2685-08-16 ,22.2
2686-08-16 ,22.2
2687-08-16 ,22.2
2688-08-16 ,22.2
2689-08-16 ,22.2
2690-08-16 ,22.2
2691-08-16 ,22.2
2692-08-16 ,22.2
2693-08-16 ,22.2
2694-08-16 ,22.2
2695-08-16 ,22.2
2696-08-16 ,22.2
2697-08-16 ,22.2
2698-08-16 ,22.2
2699-08-16 ,22.2
2700-08-16 ,22.2
2701-08-16 ,22.2
2702-08-16 ,22.2
2703-08-16 ,22.2
2704-08-16 ,22.2
2705-08-16 ,22.2
2706-08-16 ,22.2
2707-08-16 ,22.2
2708-08-16 ,22.2
2709-08-16 ,22.2
2710-08-16 ,22.2
2711-08-16 ,22.2
2712-08-16 ,22.2
2713-08-16 ,22.2
2714-08-16 ,22.2
2715-08-16 ,22.2
2716-08-16 ,22.2
2717-08-16 ,22.2
2718-08-16 ,22.2
2719-08-16 ,22.2
2720-08-16 ,22.2
2721-08-16 ,22.2
2722-08-16 ,22.2
2723-08-16 ,22.2
2724-08-16 ,22.2
2725-08-16 ,22.2
2726-08-16 ,22.2
2727-08-16 ,22.2
2728-08-16 ,22.2
2729-08-16 ,22.2
2730-08-16 ,22.2
2731-08-16 ,22.2
2732-08-16 ,22.2
2733-08-16 ,22.2
2734-08-16 ,22.2
2735-08-16 ,22.2
2736-08-16 ,22.2
2737-08-16 ,22.2
2738-08-16 ,22.2
2739-08-16 ,22.2
2740-08-16 ,22.2
2741-08-16 ,22.2
2742-08-16 ,22.2
2743-08-16 ,22.2
2744-08-16 ,22.2
2745-08-16 ,22.2
2746-08-16 ,22.2
2747-08-16 ,22.2
2748-08-16 ,22.2
2749-08-16 ,22.2
2750-08-16 ,22.2
2751-08-16 ,22.2
2752-08-16 ,22.2
2753-08-16 ,22.2
2754-08-16 ,22.2
2755-08-16 ,22.2
2756-08-16 ,22.2
2757-08-16 ,22.2
2758-08-16 ,22.2
2759-08-16 ,22.2
2760-08-16 ,22.2
2761-08-16 ,22.2
2762-08-16 ,22.2
2763-08-16 ,22.2
2764-08-16 ,22.2
2765-08-16 ,22.2
2766-08-16 ,22.2
2767-08-16 ,22.2
2768-08-16 ,22.2
2769-08-16 ,22.2
2770-08-16 ,22.2
2771-08-16 ,22.2
2772-08-16 ,22.2
2773-08-16 ,22.2
2774-08-16 ,22.2
2775-08-16 ,22.2
2776-08-16 ,22.2
2777-08-16 ,22.2
2778-08-16 ,22.2
2779-08-16 ,22.2
2780-08-16 ,22.2
2781-08-16 ,22.2
2782-08-16 ,22.2
2783-08-16 ,22.2
2784-08-16 ,22.2
2785-08-16 ,22.2
2786-08-16 ,22.2
2787-08-16 ,22.2
2788-08-16 ,22.2
2789-08-16 ,22.2
2790-08-16 ,22.2
2791-08-16 ,22.2
2792-08-16 ,22.2
2793-08-16 ,22.2
2794-08-16 ,22.2
2795-08-16 ,22.2
2796-08-16 ,22.2
2797-08-16 ,22.2
2798-08-16 ,22.2
2799-08-16 ,22.2
2800-08-16 ,22.2
2801-08-16 ,22.2
2802-08-16 ,22.2
2803-08-16 ,22.2
2804-08-16 ,22.2
2805-08-16 ,22.2
2806-08-16 ,22.2
2807-08-16 ,22.2
2808-08-16 ,22.2
2809-08-16 ,22.2
2810-08-16 ,22.2
2811-08-16 ,22.2
2812-08-16 ,22.2
2813-08-16 ,22.2
2814-08-16 ,22.2
2815-08-16 ,22.2
2816-08-16 ,22.2
2817-08-16 ,22.2
2818-08-16 ,22.2
2819-08-16 ,22.2
2820-08-16 ,22.2
2821-08-16 ,22.2
2822-08-16 ,22.2
2823-08-16 ,22.2
2824-08-16 ,22.2
2825-08-16 ,22.2
2826-08-16 ,22.2
2827-08-16 ,22.2
2828-08-16 ,22.2
2829-08-16 ,22.2
2830-08-16 ,22.2
2831-08-16 ,22.2
2832-08-16 ,22.2
2833-08-16 ,22.2
2834-08-16 ,22.2
2835-08-16 ,22.2
2836-08-16 ,22.2
2837-08-16 ,22.2
2838-08-16 ,22.2
2839-08-16 ,22.2
2840-08-16 ,22.2
2841-08-16 ,22.2
2842-08-16 ,22.2
2843-08-16 ,22.2
2844-08-16 ,22.2
2845-08-16 ,22.2
2846-08-16 ,22.2
2847-08-16 ,22.2
2848-08-16 ,22.2
2849-08-16 ,22.2
2850-08-16 ,22.2
2851-08-16 ,22.2
2852-08-16 ,22.2
2853-08-16 ,22.2
2854-08-16 ,22.2
2855-08-16 ,22.2
2856-08-16 ,22.2
2857-08-16 ,22.2
2858-08-16 ,22.2
2859-08-16 ,22.2
2860-08-16 ,22.2
2861-08-16 ,22.2
2862-08-16 ,22.2
2863-08-16 ,22.2
2864-08-16 ,22.2
2865-08-16 ,22.2
2866-08-16 ,22.2
2867-08-16 ,22.2
2868-08-16 ,22.2
2869-08-16 ,22.2
2870-08-16 ,22.2
2871-08-16 ,22.2
2872-08-16 ,22.2
2873-08-16 ,22.2
2874-08-16 ,22.2
2875-08-16 ,22.2
2876-08-16 ,22.2
2877-08-16 ,22.2
2878-08-16 ,22.2
2879-08-16 ,22.2
2880-08-16 ,22.2
2881-08-16 ,22.2
2882-08-16 ,22.2
2883-08-16 ,22.2
2884-08-16 ,22.2
2885-08-16 ,22.2
2886-08-16 ,22.2
2887-08-16 ,22.2
2888-08-16 ,22.2
2889-08-16 ,22.2
2890-08-16 ,22.2
2891-08-16 ,22.2
2892-08-16 ,22.2
2893-08-16 ,22.2
2894-08-16 ,22.2
2895-08-16 ,22.2
2896-08-16 ,22.2
2897-08-16 ,22.2
2898-08-16 ,22.2
2899-08-16 ,22.2
2900-08-16 ,22.2
2901-08-16 ,22.2
2902-08-16 ,22.2
2903-08-16 ,22.2
2904-08-16 ,22.2
2905-08-16 ,22.2
2906-08-16 ,22.2
2907-08-16 ,22.2
2908-08-16 ,22.2
2909-08-16 ,22.2
2910-08-16 ,22.2
2911-08-16 ,22.2
2912-08-16 ,22.2
2913-08-16 ,22.2
2914-08-16 ,22.2
2915-08-16 ,22.2
2916-08-16 ,22.2
2917-08-16 ,22.2
2918-08-16 ,22.2
2919-08-16 ,22.2
2920-08-16 ,22.2
2921-08-16 ,22.2
2922-08-16 ,22.2
2923-08-16 ,22.2
2924-08-16 ,22.2
2925-08-16 ,22.2
2926-08-16 ,22.2
2927-08-16 ,22.2
2928-08-16 ,22.2
2929-08-16 ,22.2
2930-08-16 ,22.2
2931-08-16 ,22.2
2932-08-16 ,22.2
2933-08-16 ,22.2
2934-08-16 ,22.2
2935-08-16 ,22.2
2936-08-16 ,22.2
2937-08-16 ,22.2
2938-08-16 ,22.2
2939-08-16 ,22.2
2940-08-16 ,22.2
2941-08-16 ,22.2
2942-08-16 ,22.2
2943-08-16 ,22.2
2944-08-16 ,22.2
2945-08-16 ,22.2
2946-08-16 ,22.2
2947-08-16 ,22.2
2948-08-16 ,22.2
2949-08-16 ,22.2
2950-08-16 ,22.2
2951-08-16 ,22.2
2952-08-16 ,22.2
2953-08-16 ,22.2
2954-08-16 ,22.2
2955-08-16 ,22.2
2956-08-16 ,22.2
2957-08-16 ,22.2
2958-08-16 ,22.2
2959-08-16 ,22.2
2960-08-16 ,22.2
2961-08-16 ,22.2
2962-08-16 ,22.2
2963-08-16 ,22.2
2964-08-16 ,22.2
2965-08-16 ,22.2
2966-08-16 ,22.2
2967-08-16 ,22.2
2968-08-16 ,22.2
2969-08-16 ,22.2
2970-08-16 ,22.2
2971-08-16 ,22.2
2972-08-16 ,22.2
2973-08-16 ,22.2
2974-08-16 ,22.2
2975-08-16 ,22.2
2976-08-16 ,22.2
2977-08-16 ,22.2
2978-08-16 ,22.2
2979-08-16 ,22.2
2980-08-16 ,22.2
2981-08-16 ,22.2
2982-08-16 ,22.2
2983-08-16 ,22.2
2984-08-16 ,22.2
2985-08-16 ,22.2
2986-08-16 ,22.2
2987-08-16 ,22.2
2988-08-16 ,22.2
2989-08-16 ,22.2
2990-08-16 ,22.2
2991-08-16 ,22.2
2992-08-16 ,22.2
2993-08-16 ,22.2
2994-08-16 ,22.2
2995-08-16 ,22.2
2996-08-16 ,22.2
2997-08-16 ,22.2
2998-08-16 ,22.2
2999-08-16 ,22.2
3000-08-16 ,22.2
3001-08-16 ,22.2
3002-08-16 ,22.2
3003-08-16 ,22.2
3004-08-16 ,22.2
3005-08-16 ,22.2
3006-08-16 ,22.2
3007-08-16 ,22.2
3008-08-16 ,22.2
3009-08-16 ,22.2
3010-08-16 ,22.2
3011-08-16 ,22.2
3012-08-16 ,22.2
3013-08-16 ,22.2
3014-08-16 ,22.2
3015-08-16 ,22.2
3016-08-16 ,22.2
3017-08-16 ,22.2
3018-08-16 ,22.2
3019-08-16 ,22.2
3020-08-16 ,22.2
3021-08-16 ,22.2
3022-08-16 ,22.2
3023-08-16 ,22.2
3024-08-16 ,22.2
3025-08-16 ,22.2
3026-08-16 ,22.2
3027-08-16 ,22.2
3028-08-16 ,22.2
3029-08-16 ,22.2
3030-08-16 ,22.2
3031-08-16 ,22.2
3032-08-16 ,22.2
3033-08-16 ,22.2
3034-08-16 ,22.2
3035-08-16 ,22.2
3036-08-16 ,22.2
3037-08-16 ,22.2
3038-08-16 ,22.2
3039-08-16 ,22.2
3040-08-16 ,22.2
3041-08-16 ,22.2
3042-08-16 ,22.2
3043-08-16 ,22.2
3044-08-16 ,22.2
3045-08-16 ,22.2
3046-08-16 ,22.2
3047-08-16 ,22.2
3048-08-16 ,22.2
3049-08-16 ,22.2
3050-08-16 ,22.2
3051-08-16 ,22.2
3052-08-16 ,22.2
3053-08-16 ,22.2
3054-08-16 ,22.2
3055-08-16 ,22.2
3056-08-16 ,22.2
3057-08-16 ,22.2
3058-08-16 ,22.2
3059-08-16 ,22.2
3060-08-16 ,22.2
3061-08-16 ,22.2
3062-08-16 ,22.2
3063-08-16 ,22.2
3064-08-16 ,22.2
3065-08-16 ,22.2
3066-08-16 ,22.2
3067-08-16 ,22.2
3068-08-16 ,22.2
3069-08-16 ,22.2
3070-08-16 ,22.2
3071-08-16 ,22.2
3072-08-16 ,22.2
3073-08-16 ,22.2
3074-08-16 ,22.2
3075-08-16 ,22.2
3076-08-16 ,22.2
3077-08-16 ,22.2
3078-08-16 ,22.2
3079-08-16 ,22.2
3080-08-16 ,22.2
